"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","p_adj"
"GO:0009953",0.571941718693218,0.76147614546425,3,5,"dorsal/ventral pattern formation","BP",1
"GO:0030261",0.572568724106528,0.760988890673196,3,5,"chromosome condensation","BP",1
"GO:0002562",0.572744509520281,0.760852165741542,3,5,"somatic diversification of immune receptors via germline recombination within a single locus","BP",1
"GO:0016444",0.572744509520281,0.760852165741542,3,5,"somatic cell DNA recombination","BP",1
"GO:0072538",0.572773525838678,0.76082959196808,3,5,"T-helper 17 type immune response","BP",1
"GO:2000316",0.572773525838678,0.76082959196808,3,5,"regulation of T-helper 17 type immune response","BP",1
"GO:0035094",0.572829453825656,0.835310271648018,2,3,"response to nicotine","BP",1
"GO:0044773",0.573369125611097,0.715600814637655,4,7,"mitotic DNA damage checkpoint signaling","BP",1
"GO:0044774",0.573369125611097,0.715600814637655,4,7,"mitotic DNA integrity checkpoint signaling","BP",1
"GO:0072665",0.573419298138916,0.715557818474459,4,7,"protein localization to vacuole","BP",1
"GO:0001960",0.573613879297188,0.760175203492154,3,5,"negative regulation of cytokine-mediated signaling pathway","BP",1
"GO:0060761",0.573613879297188,0.760175203492154,3,5,"negative regulation of response to cytokine stimulus","BP",1
"GO:0005976",0.573867424693089,0.715173610034248,4,7,"polysaccharide metabolic process","BP",1
"GO:0005977",0.573867424693089,0.715173610034248,4,7,"glycogen metabolic process","BP",1
"GO:0006112",0.573867424693089,0.715173610034248,4,7,"energy reserve metabolic process","BP",1
"GO:0044042",0.573867424693089,0.715173610034248,4,7,"glucan metabolic process","BP",1
"GO:2000401",0.574247953061522,0.714847104881438,4,7,"regulation of lymphocyte migration","BP",1
"GO:0030282",0.574273516859314,0.759660698502369,3,5,"bone mineralization","BP",1
"GO:0098813",0.574661423554844,0.589279328083444,13,24,"nuclear chromosome segregation","BP",1
"GO:0050900",0.574691616010077,0.583079336293543,14,26,"leukocyte migration","BP",1
"GO:0071346",0.575719322958629,0.713582432779357,4,7,"cellular response to type II interferon","BP",1
"GO:0045921",0.575808437059788,0.713505725419225,4,7,"positive regulation of exocytosis","BP",1
"GO:0071887",0.576499923618834,0.682178060144482,5,9,"leukocyte apoptotic process","BP",1
"GO:0032940",0.576527158725972,0.540303740621455,26,49,"secretion by cell","BP",1
"GO:0010458",0.576705224093757,0.832945954142934,2,3,"exit from mitosis","BP",1
"GO:0008637",0.576872307532471,0.757626465199224,3,5,"apoptotic mitochondrial changes","BP",1
